stars;Spatiotemporal Arrays, Raster and Vector Data Cubes
STARTdesign;Single to Double Arm Transition Design for Phase II Clinical Trials
startR;Automatically Retrieve Multidimensional Distributed Data Sets
STARTS;Functions for the STARTS Model
startup;Friendly R Startup Configuration
startupmsg;Utilities for Start-Up Messages
STAT;Interactive Document for Working with Basic Statistical Analysis
Stat2Data;Datasets for Stat2
statar;Tools Inspired by 'Stata' to Manipulate Tabular Data
statcheck;Extract Statistics from Articles and Recompute p Values
statcomp;Statistical Complexity and Information Measures for Time Series Analysis
StatDA;Statistical Analysis for Environmental Data
StatDataML;Read and Write StatDataML Files
statebins;"U.S. State Cartogram Heatmaps in R; an Alternative to Choropleth Maps for USA States"
states;Create Panels of Independent States
statGraph;Statistical Methods for Graphs
stationaRy;Detailed Meteorological Data from Stations All Over the World
stationery;Working Examples for Reproducible Research Documents
statip;Statistical Functions for Probability Distributions and Regression
StatMatch;Statistical Matching or Data Fusion
StatMeasures;Easy Data Manipulation, Data Quality and Statistical Checks
statmod;Statistical Modeling
statnet;Software Tools for the Statistical Analysis of Network Data
statnet.common;Common R Scripts and Utilities Used by the Statnet Project Software
statnetWeb;A Graphical User Interface for Network Modeling with 'Statnet'
staTools;Statistical Tools for Social Network Analysis
StatPerMeCo;Statistical Performance Measures to Evaluate Covariance Matrix Estimates
statprograms;Graduate Statistics Program Datasets
statquotes;Quotes on Statistics, Data Visualization and Science
StatRank;Statistical Rank Aggregation: Inference, Evaluation, and Visualization
stats19;Work with Open Road Traffic Casualty Data from Great Britain
statsExpressions;Expressions with Statistical Details
statsguRu;Extract, Visualize and Analyze Cricket Statistics from ESPNCricinfo's Statsguru
statsr;Companion Package for Statistics with R
statVisual;Statistical Visualization Tools
STB;Simultaneous Tolerance Bounds
stcos;Space-Time Change of Support
stcov;Stein's Covariance Estimator
stddiff;Calculate the Standardized Difference for Numeric, Binary and Category Variables
stdReg;Regression Standardization
stdvectors;C++ Standard Library Vectors in R
steadyICA;ICA and Tests of Independence via Multivariate Distance Covariance
steemr;A Tool for Processing Steem Data
steepness;Testing Steepness of Dominance Hierarchies
SteinerNet;Steiner Tree Approach for Graph Analysis
SteinIV;Semi-Parametric Stein-Like Estimator with Instrumental Variables
stellaR;stellar evolution tracks and isochrones
Stem;Spatio-temporal models in R
stemmatology;Stemmatological Analysis of Textual Traditions
StempCens;Spatio-Temporal Estimation and Prediction for Censored/Missing Responses
STEPCAM;ABC-SMC Inference of STEPCAM
stepp;Subpopulation Treatment Effect Pattern Plot (STEPP)
stepPenal;Stepwise Forward Variable Selection in Penalized Regression
stepPlr;L2 Penalized Logistic Regression with Stepwise Variable Selection
stepR;Multiscale Change-Point Inference
StepReg;Stepwise Regression Analysis
steps;Spatially- and Temporally-Explicit Population Simulator
StepSignalMargiLike;Step-Wise Signal Extraction via Marginal Likelihood
stepwise;Stepwise detection of recombination breakpoints
StepwiseTest;Multiple Testing Method to Control Generalized Family-Wise Error Rate and False Discovery Proportion
StereoMorph;Stereo Camera Calibration and Reconstruction
stevedore;Docker Client
STGS;Genomic Selection using Single Trait
stheoreme;Klimontovich's S-Theorem Algorithm Implementation and Data Preparation Tools
STI;Calculation of the Standardized Temperature Index
sticky;Persist Attributes Across Data Operations
stilt;Separable Gaussian Process Interpolation (Emulation)
stima;Simultaneous Threshold Interaction Modeling Algorithm
stinepack;Stineman, a Consistently Well Behaved Method of Interpolation
stlcsb;Tidy Manipulation of CSB Data for St. Louis
stlplus;Enhanced Seasonal Decomposition of Time Series by Loess
stm;Estimation of the Structural Topic Model
stmCorrViz;A Tool for Structural Topic Model Visualizations
STMedianPolish;Spatio-Temporal Median Polish
stmgp;Rapid and Accurate Genetic Prediction Modeling for Genome-Wide Association or Whole-Genome Sequencing Study Data
stmgui;Shiny Application for Creating STM Models
stminsights;A 'Shiny' Application for Inspecting Structural Topic Models
StMoMo;Stochastic Mortality Modelling
StMoSim;Quantile-Quantile Plot with Several Gaussian Simulations
STMotif;Discovery of Motifs in Spatial-Time Series
stocc;Fit a Spatial Occupancy Model via Gibbs Sampling
stochprofML;Stochastic Profiling using Maximum Likelihood Estimation
stochQN;Stochastic Limited Memory Quasi-Newton Optimizers
stochvol;Efficient Bayesian Inference for Stochastic Volatility (SV) Models
StockChina;Real-Time Stock Price & Volume in China Market
stockR;Identifying Stocks in Genetic Data
stocks;Stock Market Analysis
stoichcalc;R Functions for Solving Stoichiometric Equations
STOPES;Selection Threshold Optimized Empirically via Splitting
stopwords;Multilingual Stopword Lists
Storm;Write Storm Bolts in R using the Storm Multi-Language Protocol
stormwindmodel;Model Tropical Cyclone Wind Speeds
storr;Simple Key Value Stores
stoRy;Functions for the Analysis of Star Trek Thematic Data
stosim;Stochastic Simulator for Reliability Modeling of Repairable Systems
STPGA;Selection of Training Populations by Genetic Algorithm
stplanr;Sustainable Transport Planning
stpm;Stochastic Process Model for Analysis of Longitudinal and Time-to-Event Outcomes
stpp;Space-Time Point Pattern Simulation, Visualisation and Analysis
stR;STR Decomposition
STRAH;Short Tandem Repeats Analysis of Hotspot Zones
StrainRanking;Ranking of Pathogen Strains
strandCet;Estimation of Biological Parameters from Stranded Cetaceans
strap;Stratigraphic Tree Analysis for Palaeontology
strapgod;Resampled Data Frames
strat;An Implementation of the Stratification Index
strataG;Summaries and Population Structure Analyses of Genetic Data
stratamatch;Stratification and Matching for Large Observational Data Sets
stratbr;Optimal Stratification in Stratified Sampling
strategicplayers;Strategic Players
Strategy;Generic Framework to Analyze Trading Strategies
stratEst;Strategy Estimation
stratification;Univariate Stratification of Survey Populations
StratifiedBalancing;Stratified Covariate Balancing
StratifiedMedicine;Stratified Medicine
StratifiedRF;Builds Trees by Sampling Variables in Groups
stratifyR;Optimal Stratification of Univariate Populations
StratigrapheR;Integrated Stratigraphy
StratSel;Strategic Selection Estimator
STraTUS;Enumeration and Uniform Sampling of Transmission Trees for a Known Phylogeny
stratvns;Optimal Stratification in Stratified Sampling Optimization Algorithm
straweib;Stratified Weibull Regression Model
stream;Infrastructure for Data Stream Mining
streambugs;Parametric Ordinary Differential Equations Model of Growth, Death, and Respiration of Macroinvertebrate and Algae Taxa
streamDepletr;Estimate Streamflow Depletion Due to Groundwater Pumping
StreamMetabolism;Calculate Single Station Metabolism from Diurnal Oxygen Curves
streamMOA;Interface for MOA Stream Clustering Algorithms
streamR;Access to Twitter Streaming API via R
stressr;Fetch and plot financial stress index and component data
StressStrength;Computation and Estimation of Reliability of Stress-Strength Models
strex;Extra String Manipulation Functions
strider;Strided Iterator and Range
String2AdjMatrix;Creates an Adjacency Matrix from a List of Strings
stringb;Convenient Base R String Handling
stringdist;Approximate String Matching and String Distance Functions
stringformattr;Dynamic String Formatting
stringi;Character String Processing Facilities
stringr;Simple, Consistent Wrappers for Common String Operations
strip;Lighten your R Model Outputs
stripless;Structured Trellis Displays Without Strips for Lattice Graphics
striprtf;Extract Text from RTF File
STRMPS;Analysis of Short Tandem Repeat (STR) Massively Parallel Sequencing (MPS) Data
StroupGLMM;R Codes and Datasets for Generalized Linear Mixed Models: Modern Concepts, Methods and Applications by Walter W. Stroup
strucchange;Testing, Monitoring, and Dating Structural Changes
StructFDR;False Discovery Control Procedure Integrating the Prior Structure Information
structree;Tree-Structured Clustering
structSSI;Multiple Testing for Hypotheses with Hierarchical or Group Structure
StructureMC;Structured Matrix Completion
strum;STRUctural Modeling of Latent Variables for General Pedigree
strvalidator;Process Control and Internal Validation of Forensic STR Kits
stsm;Structural Time Series Models
stsm.class;Class and Methods for Structural Time Series Models
stuart;Subtests Using Algorithmic Rummaging Techniques
stubthat;Stubbing Framework for R
studentlife;Tidy Handling and Navigation of the Student-Life Dataset
stUPscales;Spatio-Temporal Uncertainty Propagation Across Multiple Scales
STV;Single Transferable Vote Counting
StVAR;Student's t Vector Autoregression (StVAR)
styler;Non-Invasive Pretty Printing of R Code
stylest;Estimating Speaker Style Distinctiveness
stylo;Stylometric Multivariate Analyses
subcopem2D;Bivariate Empirical Subcopula
SubCultCon;Maximum-Likelihood Cultural Consensus Analysis with Sub-Cultures
subdetect;Detect Subgroup with an Enhanced Treatment Effect
subformula;Create Subformulas of a Formula
subgroup;Methods for exploring treatment effect heterogeneity in subgroup analysis of clinical trials
subgroup.discovery;Subgroup Discovery and Bump Hunting
SubgrpID;Patient Subgroup Identification for Clinical Drug Development
SubgrPlots;Graphical Displays for Subgroup Analysis in Clinical Trials
subgxe;Combine Multiple GWAS by Using Gene-Environment Interactions
sublime;Automatic Lesion Incidence Estimation and Detection using Multi-Modality Longitudinal Magnetic Resonance Images
submax;Effect Modification in Observational Studies Using the Submax Method
subniche;Within Outlying Mean Indexes: Refining the OMI Analysis
SubpathwayGMir;Identify Metabolic Subpathways Mediated by MicroRNAs
SubpathwayLNCE;Identify Signal Subpathways Competitively Regulated by LncRNAs Based on ceRNA Theory
subplex;Unconstrained Optimization using the Subplex Algorithm
subprocess;Manage Sub-Processes in R
subrank;Computes Copula using Ranks and Subsampling
subsamp;Subsample Winner Algorithm for Variable Selection in Linear Regression with a Large Number of Variables
subscore;Computing Subscores in Classical Test Theory and Item Response Theory
subscreen;Systematic Screening of Study Data for Subgroup Effects
subselect;Selecting Variable Subsets
subspace;Interface to OpenSubspace
subtee;Subgroup Treatment Effect Estimation in Clinical Trials
SubTite;Subgroup Specific Optimal Dose Assignment
subtype;Cluster analysis to find molecular subtypes and their assessment
SubVis;Visual Exploration of Protein Alignments Resulting from Multiple Substitution Matrices
suddengains;Identify Sudden Gains in Longitudinal Data
sudoku;Sudoku Puzzle Generator and Solver
sudokuAlt;Tools for Making and Spoiling Sudoku Games
SUE;Subsampling method
sugarbag;Create Tessellated Hexagon Maps
sugrrants;Supporting Graphs for Analysing Time Series
sumFREGAT;Fast Region-Based Association Tests on Summary Statistics
summariser;Easy Calculation and Visualisation of Confidence Intervals
SummaryLasso;Building Polygenic Risk Score Using GWAS Summary Statistics
summarytools;Tools to Quickly and Neatly Summarize Data
SUMMER;Spatio-Temporal Under-Five Mortality Methods for Estimation
sunburstR;Sunburst 'Htmlwidget'
suncalc;Compute Sun Position, Sunlight Phases, Moon Position and Lunar Phase
Sunclarco;Survival Analysis using Copulas
Sunder;Quantification of the effect of geographic versus environmental isolation on genetic differentiation
sundialr;An Interface to 'SUNDIALS' Ordinary Differential Equation (ODE) Solvers
SunterSampling;Sunter's sampling design
supc;The Self-Updating Process Clustering Algorithms
supclust;Supervised Clustering of Predictor Variables such as Genes
supcluster;Supervised Cluster Analysis
superbiclust;Generating Robust Biclusters from a Bicluster Set (Ensemble Biclustering)
superdiag;R Code for Testing Markov Chain Nonconvergence
SuperExactTest;Exact Test and Visualization of Multi-Set Intersections
SuperGauss;Superfast Likelihood Inference for Stationary Gaussian Time Series
superheat;A Graphical Tool for Exploring Complex Datasets Using Heatmaps
SuperLearner;Super Learner Prediction
superMDS;Implements the supervised multidimensional scaling (superMDS) proposal of Witten and Tibshirani (2011)
superml;Build Machine Learning Models Like Using Python's Scikit-Learn Library in R
supernova;Judd, McClelland, & Ryan Formatting for ANOVA Output
superpc;Supervised principal components
SuperPCA;Supervised Principal Component Analysis
SuperpixelImageSegmentation;Superpixel Image Segmentation
SuperRanker;Sequential Rank Agreement
supervisedPRIM;Supervised Classification Learning and Prediction using Patient Rule Induction Method (PRIM)
SupMZ;Detecting Structural Change with Heteroskedasticity
suppdata;Downloading Supplementary Data from Published Manuscripts
SuppDists;Supplementary Distributions
support;Support Points
support.BWS;Tools for Case 1 Best-Worst Scaling
support.BWS2;Tools for Case 2 Best-Worst Scaling
support.BWS3;Tools for Case 3 Best-Worst Scaling
support.CEs;Basic Functions for Supporting an Implementation of Choice Experiments
supportInt;Calculates Likelihood Support Intervals for Common Data Types
sur;"Companion to ""Statistics Using R: An Integrative Approach"""
sure;Surrogate Residuals for Ordinal and General Regression Models
surface;Fitting Hansen Models to Investigate Convergent Evolution
SurfaceTortoise;Find Optimal Sampling Locations Based on Spatial Covariate(s)
suropt;Surrogate-Based Optimization
